SSPscen,transportPolScen,regionCat,technology,FVvehvar,subsectorL2,subsectorL1,level,target,symmyr,speed
SSP1,Mix4,above GDP cutoff,,,,Domestic Aviation,S1S,0.25,2050,25
SSP1,Mix4,above GDP cutoff,,,,Domestic Ship,S1S,1,2050,25
SSP1,Mix4,above GDP cutoff,,,,Freight Rail,S1S,1,2050,25
SSP1,Mix4,above GDP cutoff,,,,HSR,S1S,1,2050,25
SSP1,Mix4,above GDP cutoff,,,,Passenger Rail,S1S,1,2050,25
SSP1,Mix4,above GDP cutoff,,,,trn_freight_road,S1S,0.5,2050,25
SSP1,Mix4,above GDP cutoff,,,,trn_pass_road,S1S,0.5,2050,25
SSP1,Mix4,above GDP cutoff,,,,Walk,S1S,1,2050,25
SSP1,Mix4,below GDP cutoff,,,,Cycle,S1S,1,2050,25
SSP1,Mix4,below GDP cutoff,,,,Domestic Aviation,S1S,0.25,2050,25
SSP1,Mix4,below GDP cutoff,,,,Domestic Ship,S1S,1,2050,25
SSP1,Mix4,below GDP cutoff,,,,Freight Rail,S1S,1,2050,25
SSP1,Mix4,below GDP cutoff,,,,HSR,S1S,1,2050,25
SSP1,Mix4,below GDP cutoff,,,,Passenger Rail,S1S,1,2050,25
SSP1,Mix4,below GDP cutoff,,,,trn_freight_road,S1S,0.5,2050,25
SSP1,Mix4,below GDP cutoff,,,,trn_pass_road,S1S,0.5,2050,25
SSP1,Mix4,below GDP cutoff,,,,Walk,S1S,1,2050,25
SSP1,Mix4,above GDP cutoff,,,Bus,trn_pass_road,S2S1,1,2050,25
SSP1,Mix4,above GDP cutoff,,,trn_pass_road_LDV,trn_pass_road,S2S1,0.5,2050,25
SSP1,Mix4,below GDP cutoff,,,Bus,trn_pass_road,S2S1,1,2050,25
SSP1,Mix4,below GDP cutoff,,,trn_pass_road_LDV,trn_pass_road,S2S1,0.5,2050,25
SSP1,Mix4,above GDP cutoff,BEV,Bus,Bus,trn_pass_road,FV,19.5,2050,25
SSP1,Mix4,above GDP cutoff,FCEV,Bus,Bus,trn_pass_road,FV,1,2050,25
SSP1,Mix4,above GDP cutoff,Liquids,Bus,Bus,trn_pass_road,FV,1,2050,25
SSP1,Mix4,above GDP cutoff,Hydrogen,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,25
SSP1,Mix4,above GDP cutoff,Liquids,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,25
SSP1,Mix4,above GDP cutoff,Liquids,Ship,Domestic Ship_tmp_subsectorL2,Domestic Ship,FV,1,2050,25
SSP1,Mix4,above GDP cutoff,Electric,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,1,2050,25
SSP1,Mix4,above GDP cutoff,Liquids,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,0.2,2050,25
SSP1,Mix4,above GDP cutoff,Electric,Rail,HSR_tmp_subsectorL2,HSR,FV,1,2050,25
SSP1,Mix4,above GDP cutoff,Liquids,Aviation,International Aviation_tmp_subsectorL2,International Aviation,FV,1,2050,25
SSP1,Mix4,above GDP cutoff,Liquids,Ship,International Ship_tmp_subsectorL2,International Ship,FV,1,2050,25
SSP1,Mix4,above GDP cutoff,BEV,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,25
SSP1,Mix4,above GDP cutoff,Liquids,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,25
SSP1,Mix4,above GDP cutoff,Electric,Rail,Passenger Rail_tmp_subsectorL2,Passenger Rail,FV,1,2050,25
SSP1,Mix4,above GDP cutoff,Liquids,Rail,Passenger Rail_tmp_subsectorL2,Passenger Rail,FV,0.2,2050,25
SSP1,Mix4,above GDP cutoff,BEV,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,91,2050,25
SSP1,Mix4,above GDP cutoff,FCEV,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,6,2050,25
SSP1,Mix4,above GDP cutoff,Liquids,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2050,25
SSP1,Mix4,above GDP cutoff,BEV,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,91,2050,25
SSP1,Mix4,above GDP cutoff,FCEV,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,100,2050,25
SSP1,Mix4,above GDP cutoff,Liquids,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,BEV,Bus,Bus,trn_pass_road,FV,13,2050,25
SSP1,Mix4,below GDP cutoff,FCEV,Bus,Bus,trn_pass_road,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,Liquids,Bus,Bus,trn_pass_road,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,Hydrogen,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,Liquids,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,Liquids,Ship,Domestic Ship_tmp_subsectorL2,Domestic Ship,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,Electric,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,Liquids,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,0.3,2050,25
SSP1,Mix4,below GDP cutoff,Electric,Rail,HSR_tmp_subsectorL2,HSR,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,Liquids,Aviation,International Aviation_tmp_subsectorL2,International Aviation,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,Liquids,Ship,International Ship_tmp_subsectorL2,International Ship,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,BEV,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,Liquids,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,Electric,Rail,Passenger Rail_tmp_subsectorL2,Passenger Rail,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,Liquids,Rail,Passenger Rail_tmp_subsectorL2,Passenger Rail,FV,0.3,2050,25
SSP1,Mix4,below GDP cutoff,BEV,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,90,2050,25
SSP1,Mix4,below GDP cutoff,FCEV,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,5,2050,25
SSP1,Mix4,below GDP cutoff,Liquids,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2050,25
SSP1,Mix4,below GDP cutoff,BEV,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,90,2050,25
SSP1,Mix4,below GDP cutoff,FCEV,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,85,2050,25
SSP1,Mix4,below GDP cutoff,Liquids,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2050,25
SSP2,CAMP_lscStrong,CAZ,,,,Cycle,S1S,2.5,2040,10
SSP2,CAMP_lscStrong,CAZ,,,,Domestic Aviation,S1S,0.3,2040,10
SSP2,CAMP_lscStrong,CAZ,,,,Domestic Ship,S1S,1,2040,10
SSP2,CAMP_lscStrong,CAZ,,,,Freight Rail,S1S,1,2040,10
SSP2,CAMP_lscStrong,CAZ,,,,HSR,S1S,1.7,2040,10
SSP2,CAMP_lscStrong,CAZ,,,,Passenger Rail,S1S,4,2040,10
SSP2,CAMP_lscStrong,CAZ,,,,trn_freight_road,S1S,0.9,2040,10
SSP2,CAMP_lscStrong,CAZ,,,,trn_pass_road,S1S,0.6,2040,10
SSP2,CAMP_lscStrong,CAZ,,,,Walk,S1S,2.5,2040,10
SSP2,CAMP_lscStrong,USA,,,,Cycle,S1S,2.5,2040,10
SSP2,CAMP_lscStrong,USA,,,,Domestic Aviation,S1S,0.3,2040,10
SSP2,CAMP_lscStrong,USA,,,,Domestic Ship,S1S,1,2040,10
SSP2,CAMP_lscStrong,USA,,,,Freight Rail,S1S,1,2040,10
SSP2,CAMP_lscStrong,USA,,,,HSR,S1S,1.7,2040,10
SSP2,CAMP_lscStrong,USA,,,,Passenger Rail,S1S,4,2040,10
SSP2,CAMP_lscStrong,USA,,,,trn_freight_road,S1S,0.9,2040,10
SSP2,CAMP_lscStrong,USA,,,,trn_pass_road,S1S,0.6,2040,10
SSP2,CAMP_lscStrong,USA,,,,Walk,S1S,2.5,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,,,,Cycle,S1S,3,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,,,,Domestic Aviation,S1S,0.3,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,,,,Domestic Ship,S1S,1,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,,,,Freight Rail,S1S,1,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,,,,HSR,S1S,2,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,,,,Passenger Rail,S1S,2,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,,,,trn_freight_road,S1S,0.7,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,,,,trn_pass_road,S1S,0.75,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,,,,Walk,S1S,3,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,,,,Cycle,S1S,2.5,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,,,,Domestic Aviation,S1S,0.3,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,,,,Domestic Ship,S1S,1,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,,,,Freight Rail,S1S,1,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,,,,HSR,S1S,2.8,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,,,,Passenger Rail,S1S,1.5,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,,,,trn_freight_road,S1S,0.9,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,,,,trn_pass_road,S1S,0.7,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,,,,Walk,S1S,2.5,2040,10
SSP2,CAMP_lscStrong,CAZ,,,Bus,trn_pass_road,S2S1,3,2040,10
SSP2,CAMP_lscStrong,CAZ,,,trn_pass_road_LDV,trn_pass_road,S2S1,0.7,2040,10
SSP2,CAMP_lscStrong,USA,,,Bus,trn_pass_road,S2S1,2,2040,10
SSP2,CAMP_lscStrong,USA,,,trn_pass_road_LDV,trn_pass_road,S2S1,0.7,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,,,Bus,trn_pass_road,S2S1,2.5,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,,,trn_pass_road_LDV,trn_pass_road,S2S1,0.75,2035,10
SSP2,CAMP_lscStrong,below GDP cutoff,,,Bus,trn_pass_road,S2S1,2,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,,,trn_pass_road_LDV,trn_pass_road,S2S1,1,2040,10
SSP2,CAMP_lscStrong,CAZ,BEV,Bus,Bus,trn_pass_road,FV,2,2040,10
SSP2,CAMP_lscStrong,CAZ,FCEV,Bus,Bus,trn_pass_road,FV,1.5,2040,10
SSP2,CAMP_lscStrong,CAZ,Liquids,Bus,Bus,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,Hydrogen,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,Liquids,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,Liquids,Ship,Domestic Ship_tmp_subsectorL2,Domestic Ship,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,Electric,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,Liquids,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,Electric,Rail,HSR_tmp_subsectorL2,HSR,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,Liquids,Aviation,International Aviation_tmp_subsectorL2,International Aviation,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,Liquids,Ship,International Ship_tmp_subsectorL2,International Ship,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,BEV,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,Liquids,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,Electric,Rail,Passenger Rail_tmp_subsectorL2,Passenger Rail,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,Liquids,Rail,Passenger Rail_tmp_subsectorL2,Passenger Rail,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,BEV,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,3,2040,10
SSP2,CAMP_lscStrong,CAZ,FCEV,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,2,2040,10
SSP2,CAMP_lscStrong,CAZ,Liquids,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2050,10
SSP2,CAMP_lscStrong,CAZ,BEV,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,3,2040,10
SSP2,CAMP_lscStrong,CAZ,FCEV,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,2,2040,10
SSP2,CAMP_lscStrong,CAZ,Liquids,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,BEV,Bus,Bus,trn_pass_road,FV,4,2035,10
SSP2,CAMP_lscStrong,USA,FCEV,Bus,Bus,trn_pass_road,FV,2,2035,10
SSP2,CAMP_lscStrong,USA,Liquids,Bus,Bus,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,Hydrogen,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,Liquids,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,Liquids,Ship,Domestic Ship_tmp_subsectorL2,Domestic Ship,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,Electric,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,Liquids,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,Electric,Rail,HSR_tmp_subsectorL2,HSR,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,Liquids,Aviation,International Aviation_tmp_subsectorL2,International Aviation,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,Liquids,Ship,International Ship_tmp_subsectorL2,International Ship,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,BEV,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,Liquids,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,Electric,Rail,Passenger Rail_tmp_subsectorL2,Passenger Rail,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,Liquids,Rail,Passenger Rail_tmp_subsectorL2,Passenger Rail,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,BEV,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,3,2035,10
SSP2,CAMP_lscStrong,USA,FCEV,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,2,2035,10
SSP2,CAMP_lscStrong,USA,Liquids,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2050,10
SSP2,CAMP_lscStrong,USA,BEV,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,3,2035,10
SSP2,CAMP_lscStrong,USA,FCEV,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,2,2035,10
SSP2,CAMP_lscStrong,USA,Liquids,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,BEV,Bus,Bus,trn_pass_road,FV,2,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,FCEV,Bus,Bus,trn_pass_road,FV,2,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,Liquids,Bus,Bus,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,Hydrogen,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,Liquids,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,Liquids,Ship,Domestic Ship_tmp_subsectorL2,Domestic Ship,FV,1,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,Electric,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,2,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,Liquids,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,2,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,Electric,Rail,HSR_tmp_subsectorL2,HSR,FV,2,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,Liquids,Aviation,International Aviation_tmp_subsectorL2,International Aviation,FV,1,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,Liquids,Ship,International Ship_tmp_subsectorL2,International Ship,FV,1,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,BEV,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,Liquids,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,Electric,Rail,Passenger Rail_tmp_subsectorL2,Passenger Rail,FV,2,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,Liquids,Rail,Passenger Rail_tmp_subsectorL2,Passenger Rail,FV,2,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,BEV,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,FCEV,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,Liquids,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2050,10
SSP2,CAMP_lscStrong,above GDP cutoff,BEV,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,FCEV,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2040,10
SSP2,CAMP_lscStrong,above GDP cutoff,Liquids,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,BEV,Bus,Bus,trn_pass_road,FV,3,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,FCEV,Bus,Bus,trn_pass_road,FV,1.5,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,Liquids,Bus,Bus,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,Hydrogen,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,Liquids,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,Liquids,Ship,Domestic Ship_tmp_subsectorL2,Domestic Ship,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,Electric,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,Liquids,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,Electric,Rail,HSR_tmp_subsectorL2,HSR,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,Liquids,Aviation,International Aviation_tmp_subsectorL2,International Aviation,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,Liquids,Ship,International Ship_tmp_subsectorL2,International Ship,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,BEV,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,Liquids,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,Electric,Rail,Passenger Rail_tmp_subsectorL2,Passenger Rail,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,Liquids,Rail,Passenger Rail_tmp_subsectorL2,Passenger Rail,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,BEV,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,2,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,FCEV,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1.5,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,Liquids,Truck|light,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2050,10
SSP2,CAMP_lscStrong,below GDP cutoff,BEV,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,2,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,FCEV,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1.5,2040,10
SSP2,CAMP_lscStrong,below GDP cutoff,Liquids,Truck|heavy,trn_freight_road_tmp_subsectorL2,trn_freight_road,FV,1,2050,10
SSP2,CAMP_lscWeak,CAZ,,,,Cycle,S1S,1.75,2040,10
SSP2,CAMP_lscWeak,CAZ,,,,Domestic Aviation,S1S,0.53,2040,10
SSP2,CAMP_lscWeak,CAZ,,,,Domestic Ship,S1S,1,2040,10
SSP2,CAMP_lscWeak,CAZ,,,,Freight Rail,S1S,1,2040,10
SSP2,CAMP_lscWeak,CAZ,,,,HSR,S1S,1.35,2040,10
SSP2,CAMP_lscWeak,CAZ,,,,Passenger Rail,S1S,2,2040,10
SSP2,CAMP_lscWeak,CAZ,,,,trn_freight_road,S1S,0.9,2040,10
SSP2,CAMP_lscWeak,CAZ,,,,trn_pass_road,S1S,0.65,2040,10
SSP2,CAMP_lscWeak,CAZ,,,,Walk,S1S,1.75,2040,10
SSP2,CAMP_lscWeak,USA,,,,Cycle,S1S,1.75,2040,10
SSP2,CAMP_lscWeak,USA,,,,Domestic Aviation,S1S,0.53,2040,10
SSP2,CAMP_lscWeak,USA,,,,Domestic Ship,S1S,1,2040,10
SSP2,CAMP_lscWeak,USA,,,,Freight Rail,S1S,1,2040,10
SSP2,CAMP_lscWeak,USA,,,,HSR,S1S,1.35,2040,10
SSP2,CAMP_lscWeak,USA,,,,Passenger Rail,S1S,2,2040,10
SSP2,CAMP_lscWeak,USA,,,,trn_freight_road,S1S,0.9,2040,10
SSP2,CAMP_lscWeak,USA,,,,trn_pass_road,S1S,0.65,2040,10
SSP2,CAMP_lscWeak,USA,,,,Walk,S1S,1.75,2040,10
SSP2,CAMP_lscWeak,above GDP cutoff,,,,Cycle,S1S,2.25,2040,10
SSP2,CAMP_lscWeak,above GDP cutoff,,,,Domestic Aviation,S1S,0.4,2040,10
SSP2,CAMP_lscWeak,above GDP cutoff,,,,Domestic Ship,S1S,1,2040,10
SSP2,CAMP_lscWeak,above GDP cutoff,,,,Freight Rail,S1S,1,2040,10
SSP2,CAMP_lscWeak,above GDP cutoff,,,,HSR,S1S,1.6,2040,10
SSP2,CAMP_lscWeak,above GDP cutoff,,,,Passenger Rail,S1S,1.6,2040,10
SSP2,CAMP_lscWeak,above GDP cutoff,,,,trn_freight_road,S1S,0.75,2040,10
SSP2,CAMP_lscWeak,above GDP cutoff,,,,trn_pass_road,S1S,0.8,2040,10
SSP2,CAMP_lscWeak,above GDP cutoff,,,,Walk,S1S,2.25,2040,10
SSP2,CAMP_lscWeak,below GDP cutoff,,,,Cycle,S1S,1.75,2040,10
SSP2,CAMP_lscWeak,below GDP cutoff,,,,Domestic Aviation,S1S,0.53,2040,10
SSP2,CAMP_lscWeak,below GDP cutoff,,,,Domestic Ship,S1S,1,2040,10
SSP2,CAMP_lscWeak,below GDP cutoff,,,,Freight Rail,S1S,1,2040,10
SSP2,CAMP_lscWeak,below GDP cutoff,,,,HSR,S1S,1.9,2040,10
SSP2,CAMP_lscWeak,below GDP cutoff,,,,Passenger Rail,S1S,1.25,2040,10
SSP2,CAMP_lscWeak,below GDP cutoff,,,,trn_freight_road,S1S,0.9,2040,10
SSP2,CAMP_lscWeak,below GDP cutoff,,,,trn_pass_road,S1S,0.8,2040,10
SSP2,CAMP_lscWeak,below GDP cutoff,,,,Walk,S1S,1.75,2040,10
SSP2,CAMP_lscWeak,CAZ,,,Bus,trn_pass_road,S2S1,2,2040,10
SSP2,CAMP_lscWeak,CAZ,,,trn_pass_road_LDV,trn_pass_road,S2S1,0.7,2040,10
SSP2,CAMP_lscWeak,USA,,,Bus,trn_pass_road,S2S1,1.5,2040,10
SSP2,CAMP_lscWeak,USA,,,trn_pass_road_LDV,trn_pass_road,S2S1,0.7,2040,10
SSP2,CAMP_lscWeak,above GDP cutoff,,,Bus,trn_pass_road,S2S1,2,2040,10
SSP2,CAMP_lscWeak,above GDP cutoff,,,trn_pass_road_LDV,trn_pass_road,S2S1,0.8,2035,10
SSP2,CAMP_lscWeak,below GDP cutoff,,,Bus,trn_pass_road,S2S1,1.5,2040,10
SSP2,CAMP_lscWeak,below GDP cutoff,,,trn_pass_road_LDV,trn_pass_road,S2S1,0.95,2040,10
SSP2,CAMP_lscWeak,CAZ,BEV,Bus,Bus,trn_pass_road,FV,2,2040,10
SSP2,CAMP_lscWeak,CAZ,FCEV,Bus,Bus,trn_pass_road,FV,1.5,2040,10
SSP2,CAMP_lscWeak,CAZ,Liquids,Bus,Bus,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscWeak,CAZ,Hydrogen,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,10
SSP2,CAMP_lscWeak,CAZ,Liquids,Aviation,Domestic Aviation_tmp_subsectorL2,Domestic Aviation,FV,1,2050,10
SSP2,CAMP_lscWeak,CAZ,Liquids,Ship,Domestic Ship_tmp_subsectorL2,Domestic Ship,FV,1,2050,10
SSP2,CAMP_lscWeak,CAZ,Electric,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,1,2050,10
SSP2,CAMP_lscWeak,CAZ,Liquids,Rail,Freight Rail_tmp_subsectorL2,Freight Rail,FV,1,2050,10
SSP2,CAMP_lscWeak,CAZ,Electric,Rail,HSR_tmp_subsectorL2,HSR,FV,1,2050,10
SSP2,CAMP_lscWeak,CAZ,Liquids,Aviation,International Aviation_tmp_subsectorL2,International Aviation,FV,1,2050,10
SSP2,CAMP_lscWeak,CAZ,Liquids,Ship,International Ship_tmp_subsectorL2,International Ship,FV,1,2050,10
SSP2,CAMP_lscWeak,CAZ,BEV,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,10
SSP2,CAMP_lscWeak,CAZ,Liquids,LDV|2W,trn_pass_road_LDV,trn_pass_road,FV,1,2050,10
