year,ISO,ISO_No,Name,PWC_Lat,PWC_Lon,Pop,Density,Area,PWD_A,PWD_G,PWD_M,PWD_P1,PWD_P2,PWD_P3,PWD_P4,PWD_P5,PWD_P6,PWD_P7,PWD_P8,PWD_P9,PWD_P10,PWD_P11,PWD_P12,PWD_P13,PWD_P14,PWD_P15,PWD_P16,PWD_P17,PWD_P18,PWD_P19,PWD_P20,PWD_P21,PWD_P22,PWD_P23,PWD_P24,PWD_P25,PWD_P26,PWD_P27,PWD_P28,PWD_P29,PWD_P30,PWD_P31,PWD_P32,PWD_P33,PWD_P34,PWD_P35,PWD_P36,PWD_P37,PWD_P38,PWD_P39,PWD_P40,PWD_P41,PWD_P42,PWD_P43,PWD_P44,PWD_P45,PWD_P46,PWD_P47,PWD_P48,PWD_P49,PWD_P50,PWD_P51,PWD_P52,PWD_P53,PWD_P54,PWD_P55,PWD_P56,PWD_P57,PWD_P58,PWD_P59,PWD_P60,PWD_P61,PWD_P62,PWD_P63,PWD_P64,PWD_P65,PWD_P66,PWD_P67,PWD_P68,PWD_P69,PWD_P70,PWD_P71,PWD_P72,PWD_P73,PWD_P74,PWD_P75,PWD_P76,PWD_P77,PWD_P78,PWD_P79,PWD_P80,PWD_P81,PWD_P82,PWD_P83,PWD_P84,PWD_P85,PWD_P86,PWD_P87,PWD_P88,PWD_P89,PWD_P90,PWD_P91,PWD_P92,PWD_P93,PWD_P94,PWD_P95,PWD_P96,PWD_P97,PWD_P98,PWD_P99,PWD_P100
2020,BEL,56,Belgium,50.84523773,4.440098286,11589616,380.6,30447,3133.6,1149.2,1125.2,32.3,49.2,65.5,81.6,97.5,113.2,128.8,144,159.1,174.2,189.3,204.4,219.8,235.6,251.7,268.2,285.1,302.6,320.8,339.4,358.3,377.9,397.9,418.4,439.2,460.4,481.9,503.8,526.4,549.5,572.9,596.6,621.1,645.9,671.2,697.1,723.7,750.8,778.1,806.3,834.8,863.9,893.4,923.7,954.6,986.5,1019.6,1053.1,1088.3,1125.2,1162.3,1201.1,1241.3,1283.9,1328.7,1374.8,1423,1473.4,1528.1,1585.2,1646.5,1711.9,1782.2,1859.5,1942.6,2030.5,2125,2223.5,2332,2449.5,2571.5,2701.8,2840.3,2991.2,3148.6,3320.8,3498.9,3686.9,3883.5,4085.2,4303.4,4541.4,4792.9,5080.2,5397.7,5754.2,6179.8,6717,7346.8,8110.7,9116.2,10585.4,12209.9,13821.2,15449.3,17429.3,19450,22815.8,27294.3,33759.9
2020,BMU,60,Bermuda,32.3021965,-64.78085327,62272,806.5,77.2,1113.4,1011.2,1080.6,194.9,281.7,347.6,379.9,419.4,459.1,483.2,506.6,530.5,549.2,567.4,592.5,614.7,631.9,651.7,674.3,696.7,722.1,740.5,753.9,767.7,778.2,790.2,802.8,814.2,824.2,833.8,842.5,851.1,859.5,868.4,877.9,888.2,901.8,914.6,925.2,942.2,956,970.7,984.1,995,1005.8,1015.2,1024.5,1032.5,1040.5,1050.8,1061.1,1068.5,1080.6,1090.1,1099.4,1110.2,1122.6,1135,1146.5,1160.7,1172.6,1185.5,1196.2,1208.3,1219.5,1234.6,1252.3,1264,1278.5,1293.9,1313,1330.6,1349.5,1369.4,1383,1392.9,1405.6,1420.2,1435.4,1448.2,1462.9,1475.4,1495.6,1509.1,1531.1,1555.5,1584.7,1608.7,1634.8,1655.4,1684.7,1715.6,1746.6,1770,1790.7,1807.6,1829.5,1855.5,1879.3,1919.4,1960.2,2065.7,2645.5
2020,BTN,64,Bhutan,27.20910454,90.2232132,771611,19.3,40035.6,241.2,73.2,70,1.7,2.7,3.6,4.4,5.2,6,6.8,7.6,8.3,9,9.8,10.5,11.3,12.2,13.1,14.1,15,16,17,18,19.1,20.2,21.4,22.5,23.7,25,26.3,27.5,28.8,30,31.4,32.8,34.3,35.9,37.5,39.1,40.8,42.6,44.5,46.4,48.4,50.4,52.5,54.7,57,59.3,61.9,64.5,67.3,70,72.7,75.8,79.2,82.7,86.7,90.8,95.2,99.6,104.1,108.7,112.9,117.6,122.1,127.3,132.7,137.9,143.1,149,155.4,163.3,171.1,179.6,191.2,204,217,231,246.5,268.5,290.3,314.8,349,377.6,426.1,476,512,545.2,571.6,600.5,656,703.6,760.1,908.7,1071.2,1209.6,1338.9,1468.1,1585.3,1730.6,1871.2,1996.6
2020,BOL,68,Bolivia,-17.48679161,-65.64884949,11673028,10.9,1075425.1,1592.7,249.5,438,0.6,1.1,1.7,2.2,2.8,3.4,4,4.6,5.3,6,6.7,7.5,8.3,9.2,10.1,11,12,13.1,14.3,15.6,17,18.4,20,21.8,23.7,25.9,28.4,31.2,34.6,38.5,43,48.4,54.4,61.4,69.2,78.1,88.4,100.8,115.6,131.3,149.7,170.1,193.3,219.4,248.4,277,309.2,347.5,391.3,438,492.4,560.2,629.7,702.1,777.8,863.7,960.3,1072.2,1183.3,1298.3,1411.3,1526.2,1636.8,1768.7,1909.3,2023.2,2134.6,2230,2362.8,2509.6,2661.5,2803.5,2954.2,3156.8,3381.8,3582.6,3714.2,3809.3,3876,3936.6,4003.1,4070.7,4139.1,4196.9,4259.7,4323.9,4381.7,4430.6,4483.1,4539.9,4610.2,4698.9,4806.2,4944.1,5189.7,5438.9,5632.7,5866.3,6134.6,6859.8
2020,BIH,70,Bosnia and Herzegovina,44.33118439,17.91437531,3280815,64.8,50666.8,666.5,215.2,217.6,5.6,8.7,11.4,14,16.5,19.1,21.6,24.1,26.7,29.2,31.8,34.5,37.2,40,42.9,45.7,48.6,51.6,54.6,57.8,61.1,64.5,68,71.6,75.3,79.1,83,86.9,91,95.1,99.3,103.5,108.1,113,118,123.1,128.4,133.9,139.6,145.5,151.7,158,164.4,171,177.7,184.9,192.4,200.4,208.7,217.6,226.8,236.3,246.4,256.7,267.7,279.5,291.7,304.6,317.9,332,347.3,363.6,380.7,398.5,417.4,436.6,457.5,478.3,500.4,523.3,546.5,570,593.6,617.9,646.3,676,705.4,732.5,760.4,788,818.8,848.7,886.6,929.6,979,1030.3,1088.6,1160.7,1246.5,1319.5,1384.1,1477.9,1880.8,2999.2,3629.4,3949.7,4415.2,5277.2,8075.3,12139.2
2020,BWA,72,Botswana,-23.01296234,25.74858093,2351624,4.1,579064.2,328,46.9,54.6,0.4,0.5,0.6,0.7,0.9,1,1.1,1.2,1.4,1.5,1.6,1.8,2,2.2,2.4,2.6,2.9,3.2,3.5,3.9,4.2,4.6,5.1,5.5,6,6.5,7.1,7.7,8.3,9,9.7,10.5,11.4,12.4,13.6,14.9,16.3,17.8,19.5,21.3,23.4,25.7,28.1,30.9,33.8,37,40.7,44.8,49.3,54.6,60,65.8,72.3,79.7,87.9,96,104.7,114.6,125.8,137.7,150,163.1,176.9,190.2,204.3,219.6,234.3,250.1,266.2,284.4,304.6,326.4,350.8,377.8,406.6,441.6,477.9,517.7,564.4,613.1,663.4,717.9,775.5,821.7,853.7,880.8,912.2,943.9,1007.8,1100.7,1197.9,1297.9,1396.9,1506.4,1608,1739.9,1841.1,1924.9,2130.6,3029.3
2020,BLZ,84,Belize,17.40178108,-88.56407928,397621,18.3,21775.8,211.7,54.5,37.6,2.2,2.7,3.4,4.2,5,5.7,6.3,6.8,7.2,7.6,8,8.4,8.9,9.3,9.8,10.4,10.9,11.4,11.9,12.4,12.9,13.5,14,14.6,15.2,15.7,16.3,16.9,17.5,18.2,18.8,19.5,20.1,20.8,21.5,22.3,23.1,23.9,24.7,25.6,26.4,27.4,28.3,29.3,30.4,31.5,32.8,34.1,35.7,37.6,39.7,42,44.5,47.4,50.3,53.5,57,60.9,65,69.4,74.2,79.9,86,92,99.2,106.9,115.3,123.9,132.8,143.3,155.8,170.1,185.5,201.2,215.1,228.8,246.8,264.6,282.9,305,332.2,360.8,387.6,419.5,456.3,490.2,530.4,575.6,620.1,667.6,712.9,763.2,831.7,936.5,1208.7,1370.9,1518.1,1617.9,1733,2026.8
2020,SLB,90,Solomon Islands,-9.051376343,159.9993591,686878,23.6,29053.7,1388.8,177.3,147.1,1.6,2.7,3.7,4.7,5.7,6.7,7.8,8.9,10.1,11.4,12.7,14.1,15.6,17.3,18.9,20.6,22.3,24.1,26,27.9,29.9,32.1,34.3,36.7,39.1,41.5,44.1,46.8,49.6,52.5,55.5,58.7,62,65.3,68.8,72.4,76.3,80.3,84.4,88.6,93.1,97.9,102.8,108,113.4,119.3,125.8,132.6,139.7,147.1,155.3,163.8,173.3,183.6,194.5,206.1,218.2,231,244.8,259.5,274.9,293.2,312.3,332.7,354.8,378.4,404.4,434.2,466.5,502.4,544.1,590.9,643.7,701.9,768.6,843,924.4,1022.4,1142.5,1270.4,1423.1,1617,1876.5,2162,2496.6,2838.5,3255.8,3692.3,4279.2,4812.3,5283.8,5897.7,6669.2,7431.4,8287.3,9511.8,10469.2,11823.9,14672.1,43938
2020,VGB,92,British Virgin Islands,18.43209076,-64.58968353,30237,161.3,187.4,479.8,384.9,505.8,14,31.3,46.4,62.3,76.9,91.4,104.8,117.6,130.3,142.6,153.7,165.7,176.4,187.1,198.7,208.8,217,226.1,232.9,239.7,246.6,254.2,262.8,270.4,279.8,288.9,300.1,310.5,322,332.8,342.8,354.3,364.6,375.1,385.3,395.9,407.1,416.4,425.7,435.1,442.8,450.1,456.8,463.9,471.4,480.5,487.5,493.1,500,505.8,511.9,519.6,527.5,533.6,540.8,546.4,553.2,557.9,563.9,569.5,574.7,578.7,583.4,588.4,593.1,599.2,604.7,610.5,614.6,619.7,624.6,629.7,634.9,641.8,648,654.1,660.1,667.5,674,681.2,687.1,692.9,698.9,706,715.7,722.7,731.3,741,748,762.3,780.6,793.1,820.6,857.3,887.8,916.2,953.4,984.3,1009.5,1069.6
2020,BRN,96,Brunei,4.850876808,114.8098679,437482,75.7,5777.3,1239.9,654.8,778.5,9.8,25.4,42.3,61.2,78.6,94.2,110.3,125.9,141.3,156.1,168.9,182.1,195.7,209.2,222.8,236.4,249.6,262.5,275.5,288.1,299.9,312.5,325.9,339.3,353,367.8,382.9,398.9,415.8,431.4,448.1,463.8,480.7,497,514.5,531.6,547.5,563.8,581.6,600.6,618.2,635.5,652.4,671.4,688.6,707.9,726.3,742,758.3,778.5,800.8,824.5,846.4,871.8,894.9,917.4,938.6,957.2,976.9,1000.4,1025.7,1052.4,1076.5,1102.6,1126.8,1150.6,1174.1,1200.3,1235.3,1266.2,1296.7,1323.1,1348,1370.8,1390.9,1408.8,1432.6,1455.3,1478.4,1506.1,1547.2,1587.7,1633.5,1693.2,1758,1802.8,1875.3,2030.4,2160.7,2307.3,2485.8,2627.9,2760.2,2844.4,2967.9,3574.4,5632.4,7863.9,12627.7,21666.7
2020,BGR,100,Bulgaria,42.72890472,25.02536011,6948445,62.7,110837.5,980.2,296.8,338.7,6,7.8,9.4,11,12.7,14.3,16,17.8,19.7,21.6,23.7,25.8,28.2,30.7,33.3,36.2,39.2,42.6,46,49.7,53.7,57.8,62.3,67,72.2,77.6,83.4,89.7,96.5,103.5,110.7,118.4,126.5,134.9,143.6,153,162.9,173.1,183.7,194.6,206,217.9,230.6,243.6,257.4,272.1,287.4,303.4,320.5,338.7,357.8,377.8,398.6,422.3,446.4,471.9,500.2,530.1,561.7,595.7,633.9,672.2,711,753.2,797.4,845.6,896.2,947.1,1001.1,1060.8,1121.6,1191.4,1287.4,1400.4,1507.4,1604.4,1733.8,1864.3,1970.7,2064.1,2180.2,2308.4,2434.5,2548,2645.9,2724,2801.9,2875.8,2936,2988.1,3056.6,3139.9,3214.1,3292.8,3455.3,3664.2,4505.7,4888.6,5304,6055.2
2020,MMR,104,Myanmar,19.4920826,96.14754486,54409793,81.6,666532.8,3342.7,377.8,234.5,7.6,11,14.2,17.4,20.5,23.6,26.8,30.1,33.5,37,40.7,44.5,48.4,52.5,56.6,60.7,64.8,69.1,73.4,77.7,82.1,86.4,90.6,94.9,99.2,103.4,107.6,111.8,116.1,120.3,124.7,129,133.4,137.8,142.3,146.9,151.7,156.6,161.6,166.7,172.1,177.6,183.4,189.5,195.9,202.7,209.9,217.6,225.8,234.5,243.8,253.8,264.7,276.4,289.1,303.1,318.2,334.4,351.7,370.8,391.4,413.4,437.7,465.1,495.1,527.9,564.5,606.9,656.3,713.3,780.3,862.2,961.9,1082.4,1231.8,1415.6,1640.5,1917.9,2239.1,2619.1,3054.7,3567.3,4159.4,4817.5,5506.7,6279.4,7209.2,8245.4,9459.1,10754.1,12208.6,13868.2,15865.5,18091,20642.8,23104,26104.7,31326.6,45422.2,88894
2020,BDI,108,Burundi,-3.2528615,29.84084129,11890781,474.5,25062,2774.2,742.7,550.9,122.1,144.1,161,175.2,188.4,198.7,208.6,218.1,228.4,238.3,247.7,256.6,264.8,273,280.9,288.7,296.5,304.1,311.5,318.9,326.3,333.6,340.7,347.6,354.4,361.4,368.2,374.8,381.3,387.9,394.6,401.5,408.4,415.3,422.4,429.5,436.9,444.4,452.1,459.8,467.8,476,484.4,493,501.7,510.7,520,529.9,540.2,550.9,561.8,573.2,585,597.5,610.7,624.6,638.5,652.9,668.4,684.8,702.6,721.2,741.8,763.8,787.3,812.3,839.3,868.2,898.6,930.3,964.5,1001.1,1042.5,1086.7,1131.6,1174.1,1217.9,1268.7,1328.2,1390.8,1457.6,1530.6,1629.6,1749.1,1896.1,2082.5,2297.7,2558.6,2895.2,3349.2,4012.4,4988.8,5949.4,7268.6,9253.2,13818.6,25890.3,44547.4,55022.8,98288.1
2020,BLR,112,Belarus,53.53761292,27.83773994,9449320,46.3,204255,4060.2,898.4,1646.1,2.5,3.6,5.1,6.8,8.7,10.9,13.2,15.7,18.5,21.9,26,30.9,36.6,42.8,49.6,57.6,66.9,77.5,88.4,98.9,110.1,122.4,135.7,151,167.6,184.4,200.1,215.7,231.7,248,265,284.1,306.9,331.2,353.8,376.2,400.3,428.9,465.2,514,569.6,623.7,685,773.8,887,991.5,1114.4,1268,1442.7,1646.1,1948.2,2646.7,3229,3643.4,3954.9,4219.9,4437.8,4631.6,4803.9,4961.7,5120.5,5279.1,5450.8,5612.2,5776,5935.5,6089.5,6223.7,6375.3,6533.9,6696.9,6862.1,7063.5,7251,7442.5,7610.4,7841.8,8042.2,8300.9,8548.8,8786.7,9064.7,9354.1,9619.8,9879.2,10139.1,10419.2,10729.2,11020,11288.6,11536.9,11763.1,11960.2,12137.6,12298.3,12445.3,12577.9,12742.4,12935.7,13362.2
2020,KHM,116,Cambodia,12.28686905,104.5311508,16718971,93.5,178738.5,3098.7,405.7,272.8,8.1,13.9,19.2,24.2,28.8,33.5,38.2,43,47.9,52.9,57.9,62.9,67.8,72.8,77.7,82.5,87.2,92,96.7,101.4,106.2,110.8,115.6,120.3,125.1,129.9,134.8,139.5,144.3,149.2,154.1,159.2,164.3,169.7,175.1,180.6,186.2,191.9,197.6,203.5,209.4,215.4,221.4,227.7,234.1,240.9,248,255.6,264,272.8,282,291.7,302,312.8,324.4,336.9,350.2,364.6,380.3,397.3,415.6,436.3,459.5,484.9,512,539.9,568.6,599.7,635,674.1,716.5,768.6,833,909.7,1001.5,1110.7,1230.9,1391,1590.5,1825.9,2092.7,2408.1,2814.1,3288.3,3827.5,4478.2,5235,6054,7050.1,8188.5,9683.3,11461.6,13778.5,16529.6,19810.3,23375.6,28085.7,33783.7,43258.6,143659.7
2020,CMR,120,Cameroon,6.181063175,11.81171989,26545863,57,465487.4,4352.2,477,316.1,4.3,6.2,8.1,10.1,12.2,14.3,16.6,19.1,21.8,24.7,27.7,30.8,34.3,37.9,41.7,45.7,49.7,53.9,58.1,62.4,66.9,71.4,76.1,80.9,85.9,91,96.4,102,107.8,113.8,120.2,126.6,133.4,140.5,147.9,155.7,163.8,172.4,181.3,190.5,200.2,210.4,220.9,232.2,244.1,256.7,270,284,299.5,316.1,334,353.7,374.5,397.4,422.8,449.4,480.1,514.1,550.3,592.7,639.6,690.3,747.4,812.8,890.5,978.7,1077,1191.2,1338.3,1532.9,1764.4,2108,2451.2,2961.1,3695.6,4965.2,6559.1,7996.3,9046.7,9694.4,10152,10521.9,10826,11044.9,11259.2,11580.1,12693.7,17308.8,19217.4,20263.6,21827.9,22621.3,23046.2,23492.2,23900.4,24448.2,24935.7,25328.5,25872.3,28166.5
2020,CPV,132,Cape Verde,15.68502426,-23.98146439,555987,134,4149.2,1578.9,503,427.3,11.6,17.9,22.3,26.5,31.2,36.4,42.1,47.8,54.2,59.9,65.1,70.1,75.6,81.1,85.9,90.5,95.9,101.6,107.3,113,118.7,125.5,132.8,140.5,148.6,157.4,165.5,173.5,182,191,200.1,210.1,220.1,229.4,238.7,249,259.8,270.7,281.8,291.7,303.2,315.7,328.1,342.6,356.2,371.1,387.2,400.9,414.8,427.3,443.8,462.1,480.6,499.9,521.2,547.7,576.3,608.1,649.1,684.8,717.8,753.7,799.7,851,910.3,988.6,1084.8,1170.5,1270.9,1399.7,1554.1,1681.2,1825.1,2606.5,3161,3512.2,3777.3,3949.5,4047.3,4115.9,4175.4,4239.3,4307.2,4362.7,4426.3,4476,4513.9,4569,4658.8,4783.3,4951.9,5084.9,5173.7,5281.4,5430.6,5640.3,6129.8,6955.4,9037,11301
2020,CYM,136,Cayman Islands,19.31673431,-81.28769684,65719,225.6,291.3,1156.2,859.8,1091.8,11.6,21.9,31.3,45.3,62.5,76,94.9,172,367.5,409.6,444.7,481.5,521.3,560.9,587.8,609.1,630.2,652,673.9,690.8,708.9,728.8,743.7,758.8,770.8,782.8,796,806.7,818.8,829.9,842.9,857.9,868.7,879.9,893.8,906.4,919.4,929.2,940.5,953.2,964.3,979.9,994.1,1007.1,1019.1,1032.1,1047,1064.5,1078.5,1091.8,1104.1,1118.4,1133.7,1144.8,1156.8,1169.2,1180.7,1192.2,1203.5,1213.5,1223.7,1235.2,1246.2,1256.1,1268.1,1280.6,1294.2,1311.2,1330.1,1347.4,1366,1384.1,1398.5,1416.3,1429.9,1443.8,1458.8,1479.7,1494.3,1512,1561,1649.2,1767.3,1835.3,1881.3,1930.1,1992.6,2047.8,2112.5,2189.1,2238.1,2280.1,2341.1,2396.8,2442.1,2503.2,2562,2636.4,2773,3166.2
2020,CAF,140,Central African Republic,5.430123329,18.42225647,4829763,7.8,621926.8,3710.2,113.8,66.5,0.5,1,1.4,1.8,2.2,2.6,3,3.4,3.8,4.3,4.8,5.3,5.7,6.3,6.8,7.4,8.1,8.8,9.5,10.2,11,11.9,12.7,13.7,14.6,15.7,16.7,17.9,19.1,20.3,21.7,23.1,24.6,26.2,27.8,29.5,31.3,33.1,35,37.1,39.3,41.7,44.2,46.7,49.5,52.5,55.6,59,62.6,66.5,70.7,75.3,80.2,85.7,91.7,98.2,105.2,113.2,122,131.9,142.8,155,169,184.4,201.3,220.5,242.5,268,296.8,327.2,361.1,401.8,455.6,516.5,587.5,662.3,752.3,862.1,979,1126.6,1356.8,1627.3,1996.2,3018.2,5156.2,9574.2,13481.6,16431,18367.9,20019.7,21830.9,23109.8,24699.1,25431.7,26687,28189.7,30352.8,32381.8,36399.4,43392.3
2020,LKA,144,Sri Lanka,7.203122616,80.4261322,21413250,327.6,65366,2887.1,1121.2,1061.4,32.2,56.8,78.5,98.4,117.1,134.7,151.4,167.6,183,198.3,213.3,228.1,242.7,257.2,271.9,286.2,300.5,314.5,328.6,342.9,357.2,372,386.9,402.1,417.6,433.4,449.6,466.2,483.2,500.9,519.1,537.7,557.2,577.3,598.2,620.1,642.8,667,691.8,718,745.1,773.3,803.2,835.1,868.3,903,939.4,978.2,1019.1,1061.4,1105.3,1152.5,1202.4,1255.1,1310.4,1367.5,1428.7,1492,1559.3,1629.6,1703.5,1779.8,1861.4,1946.9,2037.4,2131.7,2231.1,2335.1,2443.1,2562.3,2688.8,2821.3,2958.8,3105.4,3259.4,3425.4,3590.5,3766.7,3954.3,4151.6,4355.4,4576.2,4813.9,5064.7,5342.7,5640.8,5971.5,6336.9,6712.1,7125.8,7642.7,8231.8,8958.7,9970,11232.9,12730.9,14990.3,18552,26208.8,101327.9
2020,TCD,148,Chad,11.58461189,17.53577995,16425858,12.9,1271778.2,471.3,53.4,45.9,1.1,1.9,2.6,3.3,4.1,5,5.9,6.7,7.5,8.2,8.9,9.6,10.4,11.1,11.9,12.6,13.4,14.1,14.9,15.6,16.4,17.3,18.2,19.1,20,20.9,21.8,22.7,23.6,24.6,25.5,26.5,27.4,28.3,29.3,30.4,31.4,32.4,33.5,34.6,35.7,36.8,37.9,39,40.1,41.2,42.3,43.5,44.7,45.9,47.2,48.5,49.9,51.3,52.9,54.5,56.2,57.9,59.7,61.6,63.6,65.7,67.9,70.1,72.4,74.8,77.2,79.6,82.1,84.8,87.9,91.1,94.4,97.8,101.3,104.8,108.9,113.6,118.6,124.2,130.3,137.8,146,155.7,166.2,178.4,194.7,211.4,236.7,280.9,437.3,2364.6,3403.4,4402,4581.4,4974.4,6089.6,6155.7,6235.1,6531
2020,TWN,158,Taiwan,24.20903397,120.9467316,23816774,654,36417.2,11721,5181.3,7145.6,58.1,112.2,163.4,212.6,262.6,313.7,368,425.7,487.1,553.1,622.9,695.6,772.8,853.9,940.9,1030.4,1123.6,1220.6,1323.3,1430.8,1543,1658.1,1779.5,1905.5,2036,2170.5,2309,2451.1,2601.5,2756.2,2915.9,3083.5,3257.2,3436.3,3619.7,3813.2,4012.8,4214.5,4426,4637.7,4859.2,5077.8,5310.7,5547.5,5788,6046.7,6306.2,6584.1,6866.3,7145.6,7434.2,7721.4,8015.2,8312.7,8629.6,8955.3,9270.5,9609.5,9947.1,10297.8,10660,11028.1,11398.5,11787.7,12183.5,12577.9,12985.2,13409.7,13832.4,14252.2,14697.1,15162.2,15708.9,16317.6,17025.1,17785.4,18545.6,19345,20091.2,20838,21536,22245.6,22936.9,23716.6,24597.7,25580.4,26705.8,27977.4,29382.8,30767.1,32251.5,33757.1,35207.3,36773.7,38579.8,40514.8,43098.9,47575.1,57015,76132.6
2020,COL,170,Colombia,5.939078808,-74.85254669,50882884,44.9,1132388.3,5946.3,1101.2,2238.3,3.1,6.3,9,11.5,13.9,16.2,18.6,21,23.6,26.4,29.2,32.2,35.3,38.7,42.5,46.8,51.8,57.6,64.3,71.8,80.3,90.3,101.7,115,130.3,148.4,168.3,190.5,215.6,243.8,276,311.4,350.4,395.2,445.8,502,564.2,632.7,707,788.1,878.7,977.9,1090.3,1214.2,1349.2,1498.1,1662.2,1843.8,2032.3,2238.3,2453.2,2683.7,2914.9,3169,3422.7,3671.5,3918.3,4160.5,4397.4,4638.2,4905.8,5173.9,5465.6,5862.6,6283.5,6682.9,7085.5,7478.2,7848.3,8322.5,8873.6,9327.7,9836.6,10236.1,10858,11664.2,12167.1,12610.3,13081.8,13556.3,14108.1,14657.4,15089.4,15598,16227.6,16956.4,17519.7,17890.5,18178.1,18453.2,18724.5,18954.9,19195.6,19426.9,19686.6,19987.1,20418.4,21052.8,22455.5,32040.6
2020,COM,174,Comoros,-11.97062111,43.58682251,869595,509.4,1707.2,1117.1,760.5,749.7,102,124.6,140.8,155.3,170.3,184,196.6,206.9,217.3,228,241,255.1,271,288.7,304.8,319,331.5,342.6,352.8,362.6,372.2,381.1,390,398.7,406.6,414.2,421.9,429.4,437.3,445.3,453.5,461.7,470.4,479.8,489.7,500.1,510.9,521.4,533,546.6,560.7,576.7,594.1,612.5,632.5,655,677.4,701.7,725.4,749.7,772.4,797.4,826.2,855.4,884.2,913.2,944.2,977.5,1006.5,1036.2,1065,1098.4,1132.8,1170.6,1212.7,1253.8,1290.5,1323.7,1358.7,1397.7,1432.1,1463.4,1496.5,1525.5,1556.1,1586.7,1616.1,1645.5,1675.3,1703.7,1735.6,1774,1819.6,1866.6,1918,1981.3,2055.3,2133,2220.5,2319.1,2432.2,2569.5,2737.9,2933.5,3157.9,3453.6,3871.6,4468.1,5513,7253.2
2020,MYT,175,Mayotte,-12.80101871,45.1725502,272813,672,406,1373.1,985.7,980.9,154.9,183,199.4,214.3,227.7,239.6,252.8,265.9,278,288.4,298.6,308.6,319.3,331.6,344,359.5,375.4,392.2,410.5,429.2,447.1,464.9,481,497.1,513.1,530.3,548.4,564.5,581.4,597.9,615.4,631.8,647.1,662.6,678.1,694.7,712,729.9,747.8,764.8,782.3,797.3,815.3,834.7,853.1,874.4,895.4,917.5,945,980.9,1025.1,1070.7,1112.9,1159.1,1195.6,1235.7,1272.5,1314.2,1361.4,1404.2,1454.1,1508.2,1552.2,1597.2,1644.4,1694.4,1752.4,1805,1868.1,1926.8,1988.2,2043.4,2108.4,2168.2,2220.1,2263.7,2319.7,2370.7,2413.9,2458.3,2503.2,2545.9,2603.7,2657.3,2707.3,2763.4,2827.6,2886.2,2944,2997.2,3047.8,3091.8,3145.1,3194.1,3253.2,3331.4,3456.7,3580.8,3762.3,4163.9
2020,COG,178,Republic of Congo,-2.004289627,15.21892548,5518091,16.2,339923.5,4723.8,203.8,41,1.9,2.6,3.2,3.6,3.9,4.4,4.9,5.4,6,6.5,7.1,7.6,8.2,8.8,9.4,9.8,10.3,10.8,11.4,12,12.6,13.3,13.9,14.5,15,15.6,16.2,16.9,17.6,18.4,19.2,20,20.7,21.4,22,22.6,23.3,24.2,25.2,26.3,27.4,28.5,29.6,30.8,32.2,33.8,35.5,37.3,39.2,41,43,45.1,47.5,50.5,53.9,58.2,64.3,73,86.3,135.5,984.8,1414.8,1689.3,1974.4,2218.9,2547,2707,2795,3214.1,7442.8,9928.9,11074,11243.4,11466.9,11724,12169.7,12449.9,12628.3,12864.7,13324.9,13664.4,13950.1,14077.8,14246.7,14441,14673.3,14743.7,14909.4,15092.5,15652.5,16879,17224.9,17419,17750.9,19623.7,19787,19989.8,20137.6,20389.9,21226.4
2020,COD,180,Democratic Republic of the Congo,-4.191303253,23.98572731,89561403,39,2297129.5,4119.2,299.4,228.2,3.1,4.8,6.4,7.9,9.4,11,12.7,14.3,16,17.8,19.8,21.8,23.9,26.1,28.4,30.7,33.2,35.7,38.3,41,43.8,46.8,49.9,53.1,56.5,60,63.7,67.6,71.7,76,80.5,85.2,90.2,95.3,100.7,106.2,112.1,118.3,124.9,131.8,139,146.6,154.6,163.2,172.2,181.9,192.3,203.6,215.6,228.2,241.5,255.7,270.4,286,302.6,320.2,338.6,358.2,379.4,401.9,425.9,451.8,479.8,510.6,544.6,580.9,621.1,665,711.7,762.5,818.6,880.3,948.2,1026,1117.8,1225.3,1359.9,1527.7,1759.1,2068.6,2443.1,2878.3,3408.7,4048.1,4770.2,5609.3,6663,8026.9,10087.6,12170.3,14232.8,16641.6,19915.6,24001.9,28199,33177.6,38174.2,45075.9,57656.2,116772.2
2020,COK,184,Cook Islands,-20.4958,-159.7958,17563,61.1,287.6,370.2,228.2,326.1,3.8,5.1,6.1,9,16.1,20.8,25.9,29.9,34.1,38.1,42.6,47.5,52.9,58.8,65.3,72,79.3,86.6,93.8,102.2,110.5,119.1,127.5,135.2,142.6,151.4,159.4,166.8,175.7,184,194,203.7,214.1,221.7,228.2,234.8,241.1,246.8,253.4,259.1,266.1,273,280.2,286.5,293.3,299.6,305.7,313.6,320.1,326.1,331.4,336.9,342.3,347.1,351.8,356.5,363.3,369.4,374.9,383.1,390.9,399.3,407,413.4,422.3,431.3,442.6,454.4,466.9,477.1,488.7,506.2,520.8,531.4,540.6,548.5,555.6,562.9,569.6,578.7,589.1,600.1,617.4,647.6,703.6,725.4,742.4,754.5,773.3,790.2,805.5,818.4,838.2,856.5,879.6,912.8,979.8,1152.7,1256.2,1457.4
